@id	@lon	@lat	name
3990898792	46.941914700000005	-21.826226300000002	Alatsinainy
3990898793	46.9264381	-21.837724800000004	Antsenanomby
3990898829	46.9354109	-21.8333431	Ambohijafy
3997423771	47.081988700000004	-21.442494399999998	Ilaindasitra
4009786192	47.085919200000006	-21.4377861	Tambohomandrevo
4009786193	47.098189399999995	-21.440302399999997	Ambalakosoa
4009786194	47.1166727	-21.4407252	Manangasanga
4009786195	47.120349299999994	-21.4495984	Ampohopohona
4009786196	47.099728799999994	-21.4530625	Ankindry
4024016183	47.0983258	-21.4287138	Amboaloboka
4024016184	47.0936626	-21.4694492	Ampahatsiary
4024016185	47.117026200000005	-21.4314984	Gulf
4024016186	47.068994399999994	-21.4591354	Ambohibory
4030949893	47.09355479999999	-21.7628576	Ambalamanenjana
4030949894	47.0966472	-21.7677698	Asabotsy
4037765009	49.410625399999994	-18.153452899999998	Cité des douanes
4150806208	48.0219991	-22.1462784	Vangaindranokely
4150806209	48.01316920000001	-22.165515799999998	Ambalakararaina
4150896410	48.0160499	-22.136956899999998	Andriana
4206843240	47.5297001	-18.8408895	Belanitra
4276047055	50.1110041	-14.274042199999998	Soavinandriana
4287310111	47.5264436	-18.913116	Ambohidahy
4288695291	47.9917359	-14.8878652	Ambalabe
1000000230593354	46.31867929999999	-15.7191602	Ambovoalanana
1000000233481368	46.322907	-15.723762300000002	Aranta
1000000235011103	46.327889299999995	-15.7154663	Fiofio
1000000235011104	46.323632	-15.719891899999999	Marovato Abattoir
1000000240790235	46.987977799999996	-19.866391	Ambohimanabe
1000000299832764	47.2004675	-20.619785500000003	Ivato-Centre
